"","gene","baseMean","log2FC","stderror","padj","gene_id_cbs138"
"130","GWK60_I02739",1681.22708703783,1.82083956056334,0.236104439894395,1.37631325453188e-13,"CAGL0I07249g"
"131","GWK60_I02761",4387.54860896446,1.22820634425115,0.162733745567488,4.58619777269617e-13,"CAGL0I07271g"
"132","GWK60_I03795",3039.60476176454,1.30866728662604,0.149602431511711,3.65495857178455e-17,"CAGL0I08305g"
"133","GWK60_I04983",1839.24183721229,1.25191620489578,0.113219721874606,9.60464713952279e-27,"CAGL0I09482g"
"134","GWK60_I06017",2395.53375924478,1.0709274100912,0.124771287609319,1.40482513670999e-16,"CAGL0I10582g"
"135","GWK60_J00187",10026.9000732853,1.08829184589973,0.220742842786921,3.56333210483162e-06,"CAGL0J00297g"
"136","GWK60_J00429",7806.70774578066,1.08709922229861,0.133712110540603,5.50041185368409e-15,"CAGL0J00539g"
"137","GWK60_J01243",8128.34931691596,1.23048883395264,0.149691306295269,2.67230296677179e-15,"CAGL0J01331g"
"138","GWK60_J01353",4236.46955712169,1.08206802954889,0.117302696353261,5.98391416271941e-19,"CAGL0J01441g"
"139","GWK60_J01991",2804.62256719706,1.07526971575249,0.107588322863358,4.69395581913226e-22,"CAGL0J02134g"
"140","GWK60_J02365",739.253134005171,1.05886310080225,0.244851139520629,5.4024312840322e-05,"CAGL0J02530g"
"141","GWK60_J02849",2928.54923071159,1.08580229141103,0.120236859044188,3.23988126511329e-18,"CAGL0J03058g"
"142","GWK60_J02871",11228.8778494951,1.73749727611325,0.184643990203164,1.10516514827866e-19,"CAGL0J03080g"
"143","GWK60_J03575",2099.11178753763,1.53775460215906,0.13708224850218,1.80031100796189e-27,"CAGL0J03762g"
"144","GWK60_J03729",9166.70531512765,3.88932343069228,0.158074432360976,1.97833959335087e-130,"CAGL0J03916g"
"145","GWK60_J03905",2633.449107091,1.01542819430401,0.117670304189895,9.69091510868993e-17,"CAGL0J04092g"
"146","GWK60_J03971",12644.4514528061,1.86112925958881,0.156128681388675,7.57053473833848e-31,"CAGL0J04158g"
"147","GWK60_J04939",4019.1641113686,1.31713087347295,0.125059600587098,2.3494511213258e-24,"CAGL0J05126g"
"148","GWK60_J05621",1874.55092709271,1.28171606255945,0.14986251577762,1.80465149520752e-16,"CAGL0J05830g"
"149","GWK60_J06237",2850.76694226814,2.13182804416314,0.192105713024296,6.33421038411644e-27,"CAGL0J06402g"
"150","GWK60_J06743",3984.07856893956,1.07449550374623,0.13344513426456,1.0226438036321e-14,"CAGL0J06908g"
"151","GWK60_J08173",6215.22901597032,2.09891051170041,0.14024103279988,2.44874780977766e-48,"CAGL0J08316g"
"152","GWK60_J08261",11241.1624471836,1.01862617209301,0.10642066794422,2.52497686977746e-20,"CAGL0J08415g"
"153","GWK60_J08745",13.4587627897439,2.39912497517616,0.72715712102436,0.00246488625888252,"CAGL0J08932g"
"154","GWK60_J09229",4878.63373156235,1.11117466728578,0.108005622663663,2.55388842370432e-23,"CAGL0J09416g"
"155","GWK60_J10307",1012.57844562959,1.20239785387609,0.183469029795491,4.04141702811235e-10,"CAGL0J10494g"
"156","GWK60_J10615",3145.56080454151,1.07427122109986,0.1103691623268,5.68232291882357e-21,"CAGL0J10824g"
"157","GWK60_J10967",2453.27948491539,1.21934352585008,0.118523802232407,2.55388842370432e-23,"CAGL0J11176g"
"158","GWK60_J11275",2040.80171923704,1.08427274872836,0.113604201506641,3.27490421119178e-20,"CAGL0J11484g"
"159","GWK60_J11341",18463.4190572171,1.57182905698302,0.119566714781349,2.3463772798567e-37,"CAGL0J11550g"
"160","GWK60_J11495",1965.09816997496,1.23657062653193,0.140040727658398,1.82496024839785e-17,"CAGL0J11704g"
"161","GWK60_K00561",4207.35032891709,1.45173751757173,0.236625490762609,5.41006021018917e-09,"CAGL0K00715g"
"162","GWK60_K00715",1993.6367753028,1.01166902534712,0.133609465738149,3.82908741359395e-13,"CAGL0K00869g"
"163","GWK60_K02365",2202.6327928301,1.17620729606102,0.199033535162173,2.02141362676268e-08,"CAGL0K02519g"
"164","GWK60_K02563",164.312088674522,1.00060249311858,0.301946699150266,0.00235414258392568,"CAGL0K02695g"
"165","GWK60_K02629",2711.33350407954,1.18840069628706,0.136186671465422,4.33247496643379e-17,"CAGL0K02761g"
"166","GWK60_K03003",948.333610350199,2.45164989004742,0.262627518583372,2.20991760203288e-19,"CAGL0K03157g"
"167","GWK60_K03311",12084.0003463724,1.26400568356483,0.112704141952462,1.83294723525413e-27,"CAGL0K03459g"
"168","GWK60_K03377",19558.3020263641,1.25394296454532,0.148704351040709,4.85376448543634e-16,"CAGL0K03509g"
"169","GWK60_K03773",7.19526452129509,2.82351327771811,1.06033678027896,0.0163000656341412,"CAGL0K03905g"
"170","GWK60_K03795",3904.96762346653,1.2897496403401,0.11954420673232,1.6802468080601e-25,"CAGL0K03927g"
"171","GWK60_K04037",2570.78614029176,1.78458024895138,0.175348881427914,7.80060868105133e-23,"CAGL0K04169g"
"172","GWK60_K04235",5702.7847960563,1.82383057964789,0.113329528009152,8.28432025528932e-56,"CAGL0K04367g"
"173","GWK60_K04301",2156.03453784242,1.12132125898993,0.132267850380872,3.34070662171076e-16,"CAGL0K04433g"
"174","GWK60_K04345",78980.5480474243,1.57352658715796,0.141793991441638,6.33421038411644e-27,"CAGL0K04477g"
"175","GWK60_K04477",2825.57173804098,2.19689380378822,0.12878092043209,9.77586784170394e-63,"CAGL0K04609g"
"176","GWK60_K05071",1630.89115194123,1.04739095134249,0.471750924353581,0.0484393966660964,"CAGL0K05247g"
"177","GWK60_K05115",9519.79813267385,1.18835301447604,0.155569560620906,2.34338100572402e-13,"CAGL0K05291g"
"178","GWK60_K05533",3717.9630997596,1.98885138246247,0.118909806527266,2.62161813563367e-60,"CAGL0K05687g"
"179","GWK60_K05951",2052.72371276176,1.20147472430871,0.123747489916911,7.14636863242879e-21,"CAGL0K06105g"
"180","GWK60_K06523",819.636294965441,2.2874087007635,0.142683502030348,2.12642306919854e-55,"CAGL0K06677g"
"181","GWK60_K07623",19962.9982597469,1.52255839174451,0.158975046865754,2.40171852905117e-20,"CAGL0K07788g"
"182","GWK60_K08085",7572.03964360365,2.30790446746475,0.123146122373916,9.96531396865888e-76,"CAGL0K08272g"
"183","GWK60_K08481",1440.62665334202,3.96138821493766,0.228295552186134,7.11973343901751e-65,"CAGL0K08668g"
"184","GWK60_K08547",1707.40489104305,1.10167953766833,0.155042113091444,1.04099328014508e-11,"CAGL0K08734g"
"185","GWK60_K08613",1538.98887174761,1.08629025715873,0.155295864467479,2.21473748319218e-11,"CAGL0K08800g"
"186","GWK60_K09185",221.734225465042,1.10429857734867,0.224200088221651,3.63669682948886e-06,"CAGL0K09394g"
"187","GWK60_K10571",1843.35904623821,1.81748425154339,0.16869266059427,1.9607166971895e-25,"CAGL0K10824g"
"188","GWK60_K11715",748.718625375543,1.61383309237164,0.178909610959966,3.54162306157238e-18,"CAGL0K11946g"
"189","GWK60_K11869",7186.89519326562,1.56026393504897,0.119618041638774,8.80952628780454e-37,"CAGL0K12100g"
"190","GWK60_K12265",2780.01639912749,1.01769121788309,0.166495163531491,6.1875322970658e-09,"CAGL0K12518g"
"191","GWK60_K12507",1761.00428423971,1.18572542697109,0.14069155349905,5.02170502476229e-16,"CAGL0K12760g"
"192","GWK60_K12639",2959.80261953025,1.14149137147123,0.113019240313773,1.68148102476089e-22,"CAGL0K12892g"
"193","GWK60_K12705",2182.1044178387,1.03913377328016,0.124909234889573,1.20484807167242e-15,"CAGL0K12958g"
"194","GWK60_L00825",1571.4912716006,1.04121203501535,0.139308706433668,7.77729508484816e-13,"CAGL0I01012g"
"195","GWK60_L01089",775.358270120834,1.10282729176822,0.182334595993963,9.03097468020642e-09,"CAGL0I01276g"
"196","GWK60_L01925",2705.74363493142,1.18432704424831,0.176076171905373,1.3266125427374e-10,"CAGL0I02134g"
"197","GWK60_L02211",1861.95605794609,1.04487985911176,0.13542796093102,1.34314001822785e-13,"CAGL0I02420g"
"198","GWK60_L02717",8576.63453450427,1.0282487958646,0.106263139331254,9.69467901365384e-21,"CAGL0I02970g"
"199","GWK60_L03707",4035.10233020211,1.00751187145767,0.128464576456527,5.07163962305687e-14,"CAGL0I04004g"
"200","GWK60_L04301",13800.0006995941,1.32695676718102,0.139096614007812,3.40398846423696e-20,"CAGL0I04554g"
"201","GWK60_L04719",1056.98833569889,1.14206507897333,0.135485547767375,4.96760750895144e-16,"CAGL0I04972g"
"202","GWK60_L04741",13995.210428035,2.42046794133049,0.123045960189715,2.21155989237099e-83,"CAGL0I04994g"
"203","GWK60_L05049",15319.126926613,1.26746641921335,0.145587334493361,5.11001653785905e-17,"CAGL0L01177g"
"204","GWK60_L05995",4081.6157973747,1.18700939409991,0.133973489500982,1.42406687502894e-17,"CAGL0L02101g"
"205","GWK60_L06215",773.298650210066,2.38987552835374,0.158514839317657,4.82823735474059e-49,"CAGL0L02321g"
"206","GWK60_L06721",1823.35393636708,1.23783440471837,0.125506999914449,1.68210663167459e-21,"CAGL0L08426g"
"207","GWK60_L08415",31624.245776258,1.00018951220513,0.139339732044364,6.30447079183523e-12,"CAGL0L06798g"
"208","GWK60_L08437",1375.91935077288,1.81525024390808,0.162737202033712,3.45968678619258e-27,"CAGL0L06776g"
"209","GWK60_L08943",4188.19989561625,1.09955236311527,0.128408649366701,1.65516179109275e-16,"CAGL0L06292g"
"210","GWK60_L09141",4223.60449753631,4.07465330979803,0.157447153311139,2.96564797636549e-144,"CAGL0L06094g"
"211","GWK60_L09251",22.851221847611,2.02550273501418,0.602492158307793,0.00201287820347644,"CAGL0L05984g"
"212","GWK60_L09493",3463.87695000544,1.61146799717534,0.147283112639203,3.2722544777902e-26,"CAGL0L05720g"
"213","GWK60_L09801",22388.3283428427,1.10678176119766,0.153793525205021,5.54446588316393e-12,"CAGL0L05434g"
"214","GWK60_L09955",2284.75260477515,1.00277238735916,0.196421631861366,1.53325972289578e-06,"CAGL0L05258g"
"215","GWK60_L10395",1397.54109991397,1.02308719972434,0.154146265489197,2.36136897563263e-10,"CAGL0L04818g"
"216","GWK60_L10615",22162.5139108026,1.285032434494,0.0924926703545622,1.1736521276263e-41,"CAGL0L04598g"
"217","GWK60_L11957",9941.25956128969,1.43612473606096,0.189272266768104,3.39742993891049e-13,"CAGL0L03267g"
"218","GWK60_L12089",6824.81798458959,1.03310687686608,0.0993959518894379,9.16644712209272e-24,"CAGL0L03135g"
"219","GWK60_L12397",2506.99121997925,1.40105358710644,0.163159854079809,1.36619666054213e-16,"CAGL0L02827g"
"220","GWK60_L13255",7871.95336036591,1.31785698695757,0.14885472669866,1.50232653866677e-17,"CAGL0L09251g"
"221","GWK60_L13981",4653.38763561787,1.07175084205476,0.172925569213948,3.68717490697063e-09,"CAGL0L09999g"
"222","GWK60_L14685",21405.4843450486,1.8729793637385,0.136793491744896,1.79721469281478e-40,"CAGL0L10714g"
"223","GWK60_L14773",167.951060428529,1.00593771006695,0.240159822565302,9.48332551591502e-05,"CAGL0L10802g"
"224","GWK60_L15873",1021.83087380031,1.25955710955523,0.195877198385465,8.76821010174353e-10,"CAGL0L11902g"
"225","GWK60_L15983",1659.07290300197,1.12768897177799,0.146928128213363,1.8135952688109e-13,"CAGL0L12012g"
"226","GWK60_L16489",1493.1216435044,1.11311677225748,0.161603272322988,4.55047444767897e-11,"CAGL0L12562g"
"227","GWK60_M00803",72313.7226196024,1.18947172469379,0.198338558007209,1.22050922805035e-08,"CAGL0M00880g"
"228","GWK60_M01661",12500.2810561014,2.18793628844865,0.16966739644312,5.95067699798204e-36,"CAGL0M01760g"
"229","GWK60_M02255",61.3361282932983,1.11831193852359,0.444554806910287,0.0236680456885913,"CAGL0M02343g"
"230","GWK60_M03751",16128.1538419555,2.42598738883572,0.104296058514348,9.69700035240995e-117,"CAGL0M03839g"
"231","GWK60_M04037",4162.22017797026,1.41705910733278,0.140494226137073,1.91175437684596e-22,"CAGL0M04125g"
"232","GWK60_M04103",27450.4325660712,1.76138446273078,0.138707611180448,6.43476019619422e-35,"CAGL0M04191g"
"233","GWK60_M04697",8568.79723270562,1.05823223802507,0.144616783142231,2.37406624750515e-12,"CAGL0M04763g"
"234","GWK60_M05049",26.7033270053588,1.49088770424733,0.575463120430099,0.0197023541422435,"CAGL0M05115g"
"235","GWK60_M05247",64.2675206535501,1.24252784377941,0.391952274801686,0.00370972694119313,"CAGL0M05313g"
"236","GWK60_M05313",7231.94097528753,1.16342190813078,0.189857906189492,5.63722344943119e-09,"CAGL0M05379g"
"237","GWK60_M06281",82.8781737201861,1.43028961432271,0.357186514294384,0.000197412103124432,"CAGL0M06325g"
"238","GWK60_M06303",2006.57529013528,1.05094318089147,0.136296082228778,1.38716159724633e-13,"CAGL0M06347g"
"239","GWK60_M06391",31.1564994004752,1.21859746592251,0.481590316776148,0.0228580243873468,"CAGL0M06435g"
"240","GWK60_M06919",560.345136575116,1.29023420566806,0.51237473128299,0.0235409319751627,"CAGL0M06963g"
"241","GWK60_M07183",2853.99301855166,1.04545075466776,0.121663182461115,1.30057122256241e-16,"CAGL0M07205g"
"242","GWK60_M07381",2149.43681638022,2.29415769784486,0.132433873970696,1.09996998347661e-64,"CAGL0M07403g"
"243","GWK60_M07601",13319.1442297032,1.15656444556923,0.16904387298519,6.16445224565638e-11,"CAGL0M07612g"
"244","GWK60_M07623",1382.32651375837,2.00355322645179,0.477130634062234,9.1049066621443e-05,"CAGL0M07634g"
"245","GWK60_M07645",51028.8742233138,1.60670705993176,0.140619872568208,1.98165590196267e-28,"CAGL0M07656g"
"246","GWK60_M08151",18304.8950626321,1.17179977855595,0.143998017227467,5.19732783628029e-15,"CAGL0M08206g"
"247","GWK60_M08679",6141.74665992052,1.05648618654431,0.134949264395213,5.63391206920463e-14,"CAGL0M08734g"
"248","GWK60_M08965",836.61671543816,1.06298304015228,0.174405779845789,6.88127541281354e-09,"CAGL0M09020g"
"249","GWK60_M09427",369.485993220842,1.27056157396487,0.268665073932067,9.1047634773557e-06,"CAGL0M09493g"
"250","GWK60_M10373",563.623419304539,1.21332572982323,0.197276657598879,4.9339515233055e-09,"CAGL0M10395g"
"251","GWK60_M10417",7750.6663400845,1.00696272413349,0.110667544820148,1.81452528505053e-18,"CAGL0M10439g"
"252","GWK60_M10923",12.5250506607847,5.34371769094812,1.2454314649758,6.20784047426428e-05,"CAGL0M11044g"
"253","GWK60_M11363",398.718818633358,1.85528777182158,0.222777277724353,1.12849897232057e-15,"CAGL0M11440g"
"254","GWK60_M11385",5049.86205231474,1.10853213984124,0.109336097046427,1.14470511509084e-22,"CAGL0M11462g"
"255","GWK60_M12045",8.69751589262097,2.49804485888719,1.06953383661415,0.0368655347381802,"CAGL0M12100g"
"256","GWK60_M12265",9465.44916567259,1.24463164550103,0.111190578683784,2.29186386872426e-27,"CAGL0M12320g"
"257","GWK60_M12463",9253.97260423486,1.73604286890763,0.160390681769783,1.1674124104234e-25,"CAGL0M12551g"
"258","GWK60_M13717",6308.13613857464,1.00477039755527,0.0969907884847927,1.26405958980865e-23,"CAGL0M13783g"
